"UNIQUEID","wgs_xF","wgs_yF","PERS106","exp5nrm","exp3nrm","rough_1k","prad_sw_di","etpt_5","mind_yr_av","prec_winte","tave_sprin"
"Z0402030600789676",-110.623142,33.666103,1,17,-28,113.965126,-5544,95,-1601.666667,59.33333333,120.3333333
"Z0402030601588147",-113.740143,35.655523,1,0,-1,15.03895283,-5795,95,-1770.083333,26.33333333,105.6666667
"Z0402030601787045",-110.188787,34.024726,1,-46,-67,41.57735825,-5690,94,-1555.083333,41.66666667,93
"Z0402030601787512",-110.332189,36.324884,1,20,26,11.05256462,-5868,93,-1550.166667,20,81.66666667
"Z0402030601788023",-110.226133,35.78341,1,-4,-15,8.175375938,-5868,94,-1583.916667,21.33333333,88.66666667
"Z0402030601789032",-110.221343,36.279235,1,-19,-47,32.07141495,-5772,94,-1578.75,19.66666667,81.66666667
"Z0402030601790227",-110.609126,36.64174,1,-10,0,4.673707008,-5899,94,-1576.25,20.33333333,90.33333333
"Z0402030601791231",-110.454698,34.702546,1,14,4,6.896778584,-5764,94,-1578.666667,24,92.66666667
"Z0402030602581795",-112.592404,35.144249,1,4,17,15.12401295,-5796,94,-1693.75,27.33333333,99
"Z0402030602590965",-111.875838,34.88094,1,-30,-27,9.362913132,-5694,97,-1735.333333,42,133
"Z0402030700180293",-109.342111,35.729379,1,7,10,6.530201912,-5835,93,-1419.583333,23.66666667,73.33333333
"Z0402030700181039",-109.158535,36.492906,1,-142,-221,76.24201965,-5908,92,-1329.833333,27.33333333,65.66666667
"Z0402030700183082",-109.441112,36.316645,1,0,-3,7.583042145,-5889,94,-1583.75,17,92.66666667
"Z0402030700183669",-109.170162,35.997408,1,-1,-13,10.55729485,-5895,92,-1351.916667,26.33333333,64.66666667
"Z0402030700183757",-109.890495,36.051241,1,-50,-24,10.51865101,-5894,94,-1599.75,17.66666667,92.33333333
"Z0402030700184689",-109.174448,35.816875,1,-24,-31,7.943303108,-5771,92,-1369.083333,26,64.66666667
"Z0402030700185607",-109.094995,36.807395,1,392,374,89.87971497,-5640,92,-1308.25,32.66666667,57.66666667
"Z0402030700189030",-109.212699,34.059496,1,-46,-58,28.8738308,-5621,91,-1289.75,32.33333333,62
"Z0402030700189554",-109.78764,35.509303,1,40,17,7.694750786,-5805,94,-1590.083333,21,91.33333333
"Z0402030700584221",-111.109951,34.613733,1,-51,-50,47.25930405,-5692,93,-1351.5,42.33333333,71.33333333
"Z0402030700590842",-111.223641,36.371772,1,22,-29,21.41305923,-5923,94,-1635.833333,15,101.6666667
"Z0402030700591961",-112.233023,36.771067,1,-14,-43,11.97760582,-5959,91,-1217.333333,40,54.66666667
"Z0402030700790651",-110.027565,33.933288,1,49,32,42.43751907,-5810,92,-1332.25,51.33333333,78.33333333
"Z0402030701588809",-112.684402,36.900862,1,10,4,22.43961906,-5913,95,-1700.833333,30,110.6666667
"Z0402030701589343",-113.688815,36.747216,1,26,33,50.62822723,-5915,95,-1683.5,31.33333333,102.6666667
"Z0402030701780569",-110.333472,36.189739,1,-13,-6,8.525279999,-5815,94,-1625,17.66666667,89.33333333
"Z0402030701780678",-110.296232,34.115556,1,-28,-10,49.71027756,-5612,94,-1518.083333,43.33333333,87
"Z0402030701781194",-110.612069,36.055775,1,-18,-6,9.316711426,-5802,95,-1658.833333,17,97.33333333
"Z0402030701783363",-110.61052,36.371283,1,40,51,16.31189346,-5834,95,-1642.333333,17.33333333,95
"Z0402030701783702",-110.567204,34.116894,1,39,72,44.64510727,-5706,93,-1469.833333,49.33333333,88
"Z0402030702582964",-112.977969,35.229199,1,-32,-13,13.35514927,-5794,94,-1682.166667,28.66666667,94
"Z0402030800181884",-109.805029,34.337413,1,30,41,8.162311554,-5741,93,-1413.666667,35.66666667,79.33333333
"Z0402030800182985",-109.193439,34.960813,1,5,2,9.432476997,-5753,94,-1553.25,23,88.66666667
"Z0402030800184199",-109.111456,36.131615,1,-83,-62,12.379076,-6005,93,-1421,22.33333333,75.33333333
"Z0402030800186721",-109.268287,36.584412,1,78,75,84.04150391,-5987,92,-1361.833333,26,70.66666667
"Z0402030800190145",-109.457802,35.460424,1,11,13,11.06210232,-5755,94,-1544.916667,22.66666667,84.66666667
"Z0402030800191634",-109.867785,33.661353,1,19,33,7.187889576,-5569,94,-1523,46.33333333,88.66666667
"Z0402030800580809",-111.230438,34.856938,1,21,10,10.52183437,-5831,92,-1279.25,45,66.66666667
"Z0402030800586605",-111.000724,36.462075,1,51,30,19.01209259,-5780,95,-1620.75,19,90
"Z0402030800586941",-113.244526,35.701869,1,45,51,52.07843018,-5970,94,-1716.833333,23,110.3333333
"Z0402030800588319",-111.661686,35.468455,1,-6,-22,14.28958797,-5771,91,-1290.583333,36.66666667,61
"Z0402030800589582",-112.055105,36.006655,1,197,236,7.796554565,-5990,90,-1293.916667,31.33333333,63.33333333
"Z0402030800591197",-112.052677,35.871399,1,-4,2,8.018286705,-5812,93,-1471.666667,24.33333333,75
"Z0402030801583729",-112.951236,36.355918,1,50,2,25.64562416,-5895,94,-1642.416667,28.66666667,94.33333333
"Z0402030801587710",-113.690535,36.792256,1,-141,-50,13.8034544,-5935,95,-1714.5,30.33333333,114.6666667
"Z0402030801591169",-113.229557,36.351102,1,-12,-110,44.82038116,-5565,94,-1621.083333,30.33333333,83
"Z0402030801591302",-113.395268,36.3029,1,-174,-189,107.3487167,-5808,96,-1787.75,23.33333333,114.6666667
"Z0402030801781525",-110.576464,36.48836,1,95,53,17.1789856,-5912,93,-1488.25,23,78.66666667
"Z0402030801782723",-110.141559,36.440956,1,0,-10,14.29372597,-5835,93,-1478.833333,22.33333333,75.33333333
"Z0402030801783222",-110.278246,36.144332,1,31,17,23.83302879,-5916,93,-1575.083333,18.66666667,84.33333333
"Z0402030801786844",-110.440396,36.776318,1,156,185,94.7913208,-5853,93,-1391.583333,27,69.66666667
"Z0402030801789926",-110.719858,36.957421,1,89,109,21.04199409,-5902,94,-1581.333333,22.66666667,90.66666667
"Z0402030801790936",-110.271854,36.820461,1,169,157,66.50495911,-5843,95,-1634.25,15.66666667,98.33333333
"Z0402030802590952",-112.97435,35.048508,1,-2,-15,13.486166,-5817,93,-1511.083333,39.66666667,77.33333333
"Z0402030900180290",-109.395545,35.820246,1,34,42,8.663029671,-5797,93,-1443.416667,23.33333333,74.66666667
"Z0402030900181213",-109.964254,36.349362,1,-79,-74,38.33815002,-5936,93,-1459.25,21.66666667,76
"Z0402030900181490",-109.563365,35.732215,1,-4,7,15.80825424,-5761,94,-1590.666667,20,89.66666667
"Z0402030900182526",-109.21812,36.358554,1,-29,-10,23.05773163,-5910,93,-1472.916667,21,81.66666667
"Z0402030900183739",-109.130225,35.320573,1,11,4,12.52731991,-5665,94,-1567.166667,22.66666667,87.66666667
"Z0402030900187047",-109.290446,35.548442,1,11,2,4.109351158,-5770,92,-1380.166667,26.66666667,67.33333333
"Z0402030900187110",-109.060637,34.553108,1,9,5,5.893147945,-5660,95,-1649.25,17.33333333,96.66666667
"Z0402030900187686",-109.114652,35.996459,1,-16,-32,8.711677551,-5880,92,-1377.25,25,68
"Z0402030900192064",-109.286416,35.728581,1,20,19,6.542603016,-5816,92,-1376.583333,26,66.66666667
"Z0402030900580183",-111.884064,35.602247,1,-11,-4,2.888133049,-5812,93,-1465.916667,26.66666667,77.66666667
"Z0402030900581302",-111.000868,36.597325,1,-2,-25,46.61436462,-6042,94,-1579.916667,17.33333333,97
"Z0402030900583381",-112.935523,35.724805,1,-17,-6,7.161026478,-5815,93,-1561.75,29.33333333,80
"Z0402030900583565",-110.946485,34.568618,1,6,8,11.4180212,-5747,92,-1347.916667,39.33333333,70.66666667
"Z0402030900584027",-112.212987,35.464201,1,-5,0,8.439900398,-5826,94,-1553.25,26.66666667,86
"Z0402030900584717",-112.767842,35.637614,1,-19,-22,21.20989609,-5790,93,-1540.583333,29,78.33333333
"Z0402030900589135",-111.329917,35.109172,1,-2,2,5.132300377,-5776,93,-1441.25,37,82.33333333
"Z0402030901589669",-112.741391,36.945135,1,89,85,29.09284401,-5919,94,-1556.166667,35.33333333,93.33333333
"Z0402030901782628",-109.915169,34.24816,1,-6,-4,5.251060486,-5714,93,-1381.166667,41.33333333,76.66666667
"Z0402030901782897",-110.384684,36.730968,1,-87,-61,10.64381504,-5837,95,-1642.416667,15.66666667,100
"Z0402030901783666",-110.721869,36.416663,1,67,56,26.59659576,-5951,94,-1559.166667,20,87.66666667
"Z0402030901784863",-110.274956,36.505002,1,-28,-15,12.7457304,-5871,94,-1544.416667,20,83
"Z0402030901785299",-110.66472,36.732097,1,-21,-25,5.322109222,-5888,94,-1560.666667,21.66666667,87
"Z0402030901789472",-110.555794,36.190815,1,-11,-10,6.628679752,-5882,94,-1619.666667,17.66666667,92.33333333
"Z0402030901789663",-110.001917,36.007152,1,-28,-74,18.40461159,-5621,94,-1570.416667,21.66666667,79.66666667
"Z0402030902588376",-112.920251,35.093661,1,-80,-76,30.90274048,-5855,94,-1631.75,32,91.33333333
"Z0402030902588961",-112.793061,34.284624,1,4,-13,24.17413902,-5635,96,-1705.333333,50,118.6666667
"Z0801020504187477",-104.920097,38.643408,1,91,175,74.72689056,-5886,90,-994.6666667,18.66666667,43.66666667
"Z0801020604183463",-104.885161,38.940759,1,-87,-110,44.35201645,-6005,90,-1166.75,20,63.66666667
"Z0801020811985579",-105.287956,38.760523,1,-94,-70,35.20016479,-6082,89,-1046.666667,14.33333333,42.66666667
"Z0802020101583606",-106.114515,38.602061,1,-39,-21,34.38730621,-6016,89,-1186.916667,12.33333333,44.66666667
"Z0802020101590871",-106.093663,38.75569,1,-62,-25,16.76712418,-6056,89,-1181.083333,11,42
"Z0802020102387377",-105.506617,37.046996,1,127,146,26.32286644,-5957,88,-1087.333333,18.33333333,41
"Z0802020104380030",-105.36749,38.507663,1,-51,-27,27.30194855,-5869,94,-1456.083333,13.33333333,84
"Z0802020105581262",-104.887406,37.498752,1,-19,-34,15.53144741,-5987,94,-1346.916667,19.66666667,88.66666667
"Z0802020107187700",-104.494848,37.001838,1,-22,4,28.28047562,-6037,90,-1131.166667,20,58.66666667
"Z0802020201587597",-106.091823,38.620317,1,-66,-15,16.38845444,-6012,90,-1208,11.66666667,48
"Z0802020201588034",-106.089782,38.485113,1,-200,-306,94.79021454,-6211,87,-1134.416667,12.66666667,42.66666667
"Z0802020202380064",-105.48485,37.155247,1,42,39,11.94642925,-5956,90,-1284.5,11.66666667,52.33333333
"Z0802020202388258",-105.453024,37.497942,1,-28,-19,25.40952682,-5886,89,-1167.916667,12,43.66666667
"Z0802020204380674",-105.459769,38.579397,1,11,36,74.98664856,-5991,90,-1125.583333,12,49
"Z0802020204380683",-105.516255,38.444224,1,60,166,82.15526581,-6193,89,-1160.083333,12.66666667,55.66666667
"Z0802020204380987",-105.172739,38.580198,1,235,188,43.94797516,-6157,87,-964,14.66666667,37.66666667
"Z0802020204389273",-105.631163,38.488425,1,73,72,31.71634865,-5969,89,-1114.25,11,31.66666667
"Z0802020204390712",-105.345166,38.624877,1,-117,-156,40.45000076,-6075,90,-1090.416667,14,49.66666667
"Z0802020205583378",-105.113901,37.633927,1,39,-3,58.85432816,-6134,88,-1150,12.66666667,51.33333333
"Z0802020207181855",-104.718746,37.227846,1,-21,-15,15.82121086,-5918,93,-1311.833333,18.66666667,76.33333333
"Z0802020207187481",-104.887938,37.13814,1,-68,-64,26.74423599,-5944,93,-1352.666667,14.66666667,80.33333333
"Z0802020210181892",-104.658654,38.039065,1,20,48,20.96676254,-6044,94,-1477.75,15,99.33333333
"Z0802020302780420",-105.514296,38.21849,1,66,56,24.75429726,-6017,90,-1124.5,12,47.33333333
"Z0802020302781060",-105.057445,37.994402,1,-132,-120,47.82572937,-5923,89,-1026.833333,15.66666667,37.66666667
"Z0802020304380074",-105.172678,38.535003,1,156,124,71.84235382,-6066,90,-1089.083333,16.33333333,54.33333333
"Z0802020304383770",-105.631147,38.353332,1,0,5,19.66230011,-6029,92,-1376.833333,11,73
"Z0802020304384656",-105.631625,38.5336,1,8,-21,22.77270126,-5990,88,-1069.75,11.66666667,24
"Z0802020304387907",-105.744836,38.397646,1,41,29,62.00420761,-5756,92,-1313.583333,10.66666667,56
"Z0802020305583250",-105.22805,37.90408,1,-70,-74,25.78362846,-5898,90,-1134.833333,12.33333333,45.33333333
"Z0802020305586216",-105.227455,37.723833,1,75,57,58.2925415,-6037,89,-1258,10,53.66666667
"Z0802020307180021",-104.718914,37.182884,1,62,71,19.73452759,-5966,92,-1286.416667,18,75
"Z0802020307180503",-103.951883,37.250734,1,0,8,8.676748276,-6005,95,-1609.833333,11.33333333,112.6666667
"Z0802020404384945",-105.458878,38.444282,1,157,173,24.68511009,-6263,88,-1125.416667,12.66666667,55.66666667
"Z0802020404385054",-105.457642,38.263814,1,-51,-40,10.12896156,-6033,92,-1258.666667,13.33333333,61.33333333
"Z0802020404391123",-104.943139,38.625568,1,26,33,47.94561768,-5940,90,-1003.75,18.66666667,49.33333333
"Z0802020405581249",-105.341375,37.813753,1,7,30,22.561306,-6016,90,-1243.416667,9.666666667,52
"Z0802020405582428",-105.171152,37.904294,1,-104,-46,41.13562012,-5882,91,-1126.583333,13.33333333,45.66666667
"Z0802020405583681",-105.057185,37.769198,1,-62,-43,12.44859695,-5896,93,-1339.166667,17.33333333,76
"Z0802020405589520",-105.057254,37.633951,1,-7,-27,35.20230103,-6043,92,-1327.583333,14.66666667,76.33333333
"Z0802020405590568",-104.774409,37.453495,1,-41,-16,9.043664932,-6003,94,-1322,21.33333333,88.66666667
"Z0802020407184563",-105.000421,37.093068,1,154,115,38.14925003,-5817,89,-1105.833333,20.66666667,45
"Z0802020504382448",-105.689337,38.578245,1,-150,-123,38.87392044,-5796,86,-1032,13,15
"Z0802020504383498",-105.859483,38.396916,1,-139,-90,44.08689499,-6196,88,-1121.083333,11,42
"Z0802020505582996",-104.603515,37.678331,1,8,7,10.25344944,-6023,94,-1423.916667,20,93.66666667
"Z0802020507181179",-104.151135,37.585852,1,46,45,18.66883087,-5992,94,-1492.416667,15.33333333,99.66666667
"Z0802020507187756",-104.83163,37.1381,1,-35,-19,26.08878326,-5887,94,-1368.166667,15.33333333,81
"Z0802020510185765",-104.828739,38.174538,1,19,29,25.86548615,-6021,95,-1511,13.66666667,101.3333333
"Z0802020602380956",-105.33921,37.317842,1,100,123,57.45993423,-6151,87,-1042.416667,16,41.33333333
"Z0802020604381817",-105.172857,38.625239,1,166,161,86.64821625,-6008,88,-993.75,13.33333333,30.33333333
"Z0802020607181010",-104.213351,37.045466,1,-66,-50,14.86122704,-5986,94,-1480.25,13.66666667,97.33333333
"Z0802020607183833",-104.7755,37.092945,1,-41,-32,35.41969299,-6041,92,-1311.416667,15.33333333,80.33333333
"Z0802020702390524",-105.339322,37.363028,1,-6,30,19.65334892,-6010,89,-1171.416667,13.33333333,46
"Z0802020702789584",-105.34324,38.219313,1,-50,-84,27.47519684,-6101,91,-1102.833333,14.33333333,51.33333333
"Z0802020704380823",-105.801653,38.352372,1,61,102,69.67697144,-6082,89,-1147.25,10,46.66666667
"Z0802020705583228",-104.943764,37.814257,1,-107,-77,29.84928513,-5913,93,-1267.75,20.33333333,70.33333333
"Z0802020705587557",-105.397292,37.72357,1,-64,-43,16.80384827,-5985,89,-1129.333333,11.33333333,42.33333333
"Z0802020705589444",-105.114684,37.858928,1,-81,-21,17.28549385,-5861,91,-1206.083333,13.66666667,53.66666667
"Z0802020707185051",-104.606222,37.182608,1,5,1,16.25304985,-5876,94,-1381.833333,17.33333333,85
"Z0802020707190920",-103.923874,37.629127,1,14,20,11.96997547,-6014,95,-1533.916667,11.33333333,106
"Z0802020710185474",-104.885884,38.490133,1,-2,-29,27.21913338,-5985,94,-1419.916667,13.33333333,89
"Z0802020802385364",-105.282981,37.453639,1,-152,-135,50.4835701,-5906,89,-1189.166667,12.66666667,47.33333333
"Z0802020802790174",-105.342599,38.084133,1,-26,0,27.73703957,-5984,90,-1094.5,13,40.33333333
"Z0802020804381461",-105.459987,38.624492,1,-63,-12,39.83963394,-6034,90,-1115.416667,12,48
"Z0802020804384308",-105.630784,38.443493,1,43,66,63.78466034,-5811,92,-1248.583333,11,52.66666667
"Z0802020805586706",-105.227854,37.813957,1,-19,0,12.02655315,-5922,92,-1353.333333,11.33333333,63.33333333
"Z0802020807184280",-104.54976,37.227584,1,-34,-76,23.11337662,-5871,94,-1403.25,17.66666667,88
"Z0802020810180237",-104.772567,38.039368,1,65,78,12.67037868,-6039,94,-1424.583333,17,94.66666667
"Z0802020810183347",-105.034823,38.237846,1,-19,-12,27.71803284,-6054,94,-1464.166667,14.66666667,97.66666667
"Z0803020109780120",-107.262775,39.324229,1,32,81,68.83061218,-5988,89,-904.3333333,50,37
"Z0803020202187874",-106.23968,37.176765,1,-14,-15,48.27693939,-5916,89,-988.1666667,37,39
"Z0803020202188377",-106.125071,37.042738,1,-41,-16,13.66485977,-5981,89,-1124.333333,21,45.66666667
"Z0803020203788337",-107.042661,39.733716,1,25,130,114.9238129,-6047,90,-1087.916667,34,44.66666667
"Z0803020300381175",-105.566877,37.587486,1,-173,-165,59.66270447,-6086,88,-1141.166667,10.33333333,44.66666667
"Z0803020303784097",-107.038724,39.598733,1,129,160,35.13833618,-6058,87,-923.1666667,45,25
"Z0803020303788970",-106.521758,39.922124,1,-171,-156,30.08727455,-6177,88,-1072.916667,24.33333333,38
"Z0803020310583662",-106.473678,37.62469,1,31,27,44.20413208,-6057,87,-966.5,38.33333333,40
"Z0803020410987677",-106.37048,38.166765,1,23,-10,37.60659027,-5970,87,-1045.166667,24.33333333,26.66666667
"Z0803020410988931",-106.084399,38.124856,1,119,145,81.56121063,-5828,90,-1207.333333,12.66666667,43
"Z0803020510984755",-106.363709,37.806384,1,0,-12,31.98800278,-5956,89,-1116.5,21.33333333,42.33333333
"Z0803020602187961",-105.844932,37.135197,1,194,193,44.48517227,-5991,88,-1103.916667,19.66666667,39.66666667
"Z0803020602189242",-106.242661,37.35704,1,125,135,70.10619354,-5940,88,-940.0833333,40.66666667,36.66666667
"Z0803020603786779",-107.099657,39.687787,1,-18,91,76.5477829,-5953,90,-1013.083333,40.66666667,37.66666667
"Z0803020610585108",-106.532219,37.714197,1,-12,26,20.08184052,-5913,89,-1160.5,23.66666667,47.66666667
"Z0803020703784122",-106.747699,39.603414,1,-166,-141,54.47727203,-6085,89,-1031.666667,33.66666667,36.66666667
"Z0803020703784977",-106.922329,39.600673,1,-29,-19,56.58900452,-6233,88,-1043.416667,30.33333333,42.66666667
"Z0803020710983534",-106.307399,37.80695,1,-45,-43,12.66655064,-5982,90,-1257.333333,11.33333333,51.66666667
"Z0803020710988523",-106.257911,38.258167,1,100,83,40.04028702,-5890,84,-895.5,29.66666667,9.666666667
"Z0803020803785720",-107.04137,39.688755,1,430,453,65.22574615,-6213,83,-822.5,48,17.66666667
"Z0803020803788678",-106.987008,39.824866,1,14,39,34.26776886,-6005,90,-1038.083333,37.66666667,36
"Z0803020810585925",-106.588046,37.66845,1,-121,-92,63.88957977,-6117,87,-1085.333333,27.66666667,48.33333333
"Z0803020810987107",-105.7997,38.17193,1,21,72,103.2044373,-5936,85,-953.75,19.66666667,17
"Z0803020810990683",-106.253688,37.987976,1,-53,-70,59.7844696,-5858,89,-1149.25,17.33333333,39.33333333
"Z0804020100790916",-107.192827,37.027759,1,-13,11,46.83628464,-6016,92,-1217.833333,32.66666667,77
"Z0804020102981623",-108.234674,38.862871,1,62,77,54.67056274,-5946,93,-1394.5,23.66666667,75.33333333
"Z0804020103388821",-108.732043,37.702247,1,12,59,77.68235016,-5970,91,-1247.666667,31.33333333,61
"Z0804020104582737",-107.742618,39.43103,1,-92,-77,43.22793198,-6193,89,-1079.166667,38.33333333,54
"Z0804020104585617",-107.851384,39.536525,1,-105,-71,23.73230362,-5989,93,-1371,26.66666667,75
"Z0804020104587821",-107.565798,39.678255,1,-273,-232,144.3948822,-5851,88,-922.6666667,50.66666667,37
"Z0804020104588253",-108.325958,39.495667,1,-347,-315,27.282444,-5895,93,-1342.75,27.33333333,72.33333333
"Z0804020106786160",-107.922851,37.012067,1,-39,-67,19.953125,-5912,94,-1420,28,81.66666667
"Z0804020106786610",-108.069757,37.237241,1,6,7,6.095237255,-5912,91,-1131.083333,44.66666667,52.33333333
"Z0804020107780239",-108.522534,38.869365,1,-136,-144,30.0587368,-6043,93,-1394.25,22,80.66666667
"Z0804020108181284",-108.870871,40.678118,1,79,108,55.05599976,-6266,89,-1183.5,20,55.66666667
"Z0804020108185754",-108.403158,40.533446,1,89,59,67.66156006,-6215,88,-1086.083333,27.66666667,48.33333333
"Z0804020108385939",-108.909421,37.435147,1,64,87,74.58429718,-5887,94,-1431.666667,26.66666667,82.66666667
"Z0804020108580964",-109.002136,38.20268,1,123,160,76.058815,-6148,91,-1329.333333,24.33333333,78.33333333
"Z0804020108584591",-108.886646,38.245776,1,152,87,39.30118179,-5839,93,-1391.5,25.66666667,70.66666667
"Z0804020108587935",-108.258698,38.232921,1,-120,-156,125.9318771,-5922,92,-1358.25,23.33333333,71
"Z0804020110381183",-108.920056,39.84132,1,46,41,27.9025631,-6065,92,-1212.833333,22.33333333,58.33333333
"Z0804020111384375",-108.265436,38.0528,1,116,103,10.13427067,-6105,87,-899.8333333,41.33333333,32.66666667
"Z0804020200788290",-107.418874,37.068435,1,-197,-183,19.96666718,-5873,94,-1311.583333,30.33333333,83.33333333
"Z0804020202987158",-107.588941,38.731803,1,11,51,32.02172852,-6243,90,-1257,26,63.66666667
"Z0804020203383116",-108.842717,37.794507,1,-25,-13,73.09497833,-5900,92,-1283,29.33333333,59.33333333
"Z0804020204580103",-108.908298,39.462617,1,-16,-38,93.45741272,-6180,91,-1248.25,21.66666667,65.66666667
"Z0804020204589378",-107.36401,39.574458,1,-361,-319,96.29992676,-5853,92,-1265.833333,37.66666667,67
"Z0804020204590449",-108.735601,39.41428,1,147,143,35.92286301,-6035,92,-1284.5,25,64.33333333
"Z0804020206783388",-107.706237,37.24242,1,-6,-16,16.89257813,-5895,92,-1195.916667,40.33333333,61.33333333
"Z0804020208181832",-108.691959,40.719708,1,-10,0,20.47382927,-6205,90,-1236.75,19.66666667,57
"Z0804020208182020",-108.808773,40.767015,1,-26,-9,51.18730164,-6077,92,-1318.333333,16.66666667,60.66666667
"Z0804020208184672",-109.00122,40.275069,1,76,75,14.61492252,-6192,91,-1238.75,19.66666667,62
"Z0804020208185282",-108.696655,40.584389,1,36,48,17.46796227,-6243,88,-1087.916667,27.66666667,45.66666667
"Z0804020208384264",-108.738859,37.477065,1,9,23,65.6227951,-5843,94,-1391.416667,29,73.66666667
"Z0804020208389281",-108.293404,37.28747,1,-135,-169,20.57019424,-5922,92,-1294.583333,34,72
"Z0804020208583506",-108.369314,38.325847,1,53,-29,48.76318741,-5945,90,-1042.5,33.33333333,42.33333333
"Z0804020208586867",-107.756129,38.592857,1,-4,29,129.5079346,-5820,89,-1085.833333,30,41
"Z0804020208587347",-108.1945,38.411656,1,-175,-206,71.60377502,-6144,89,-999.3333333,33.33333333,42.66666667
"Z0804020210385445",-108.535932,40.130953,1,288,291,50.3484993,-6188,87,-992.1666667,37,33.66666667
"Z0804020210387306",-107.977174,39.758599,1,115,133,28.79759407,-6197,86,-886.0833333,45,25.33333333
"Z0804020210389630",-109.015554,39.779783,1,-63,-53,20.541996,-6140,93,-1353.5,15.33333333,73
"Z0804020211385183",-108.718045,38.152443,1,8,4,13.96206665,-5979,92,-1317.916667,26.66666667,65.66666667
"Z0804020306781761",-107.980714,37.055611,1,-44,-67,16.91235542,-5931,93,-1355.25,31,75.66666667
"Z0804020306783538",-107.699842,37.062251,1,50,35,45.34698486,-6029,91,-1230.5,35,66.66666667
"Z0804020307786534",-108.762724,38.558882,1,-69,-44,63.38404846,-5987,92,-1359.166667,25.33333333,71.66666667
"Z0804020307789011",-108.575473,39.005661,1,16,13,21.07398224,-6128,94,-1488.25,17.33333333,99.33333333
"Z0804020308188496",-108.522814,40.491027,1,6,-24,21.19573021,-6096,90,-1174,30.66666667,51.33333333
"Z0804020308383779",-108.266961,37.395015,1,34,39,12.57713127,-5920,91,-1097.166667,44.66666667,51
"Z0804020308388792",-108.576575,37.248541,1,88,-4,52.22062302,-5831,92,-1249.083333,38,60.33333333
"Z0804020308390340",-108.582329,37.068487,1,54,115,58.7859993,-5755,94,-1482.083333,26,83.66666667
"Z0804020310381409",-108.720862,39.864543,1,-14,4,36.13126755,-6135,92,-1276.583333,22.66666667,66.66666667
"Z0804020310386500",-108.714909,40.044619,1,-63,-35,18.46344757,-6210,92,-1302.666667,21,72.66666667
"Z0804020310387271",-108.850237,39.839895,1,118,103,47.56805038,-6134,90,-1106.5,27.33333333,49.33333333
"Z0804020402982861",-107.653119,38.910654,1,-6,4,98.74253845,-5859,88,-1008.75,36.66666667,31.33333333
"Z0804020404581041",-107.305548,39.566714,1,-414,-429,72.40768433,-5567,90,-984.4166667,48,37.33333333
"Z0804020404585163",-108.677574,39.413226,1,29,13,44.03769302,-6103,91,-1235.416667,26.33333333,62
"Z0804020404588414",-107.148213,39.371521,1,267,259,50.6039238,-6212,86,-827.1666667,48,30.66666667
"Z0804020404589739",-107.455729,39.536554,1,231,231,72.32665253,-6096,89,-1008.5,45.66666667,46.33333333
"Z0804020406784992",-107.820546,37.28487,1,83,75,49.35107422,-5981,90,-1083.083333,45.33333333,53
"Z0804020406786896",-107.954909,37.263621,1,60,94,18.9528923,-5967,91,-1131.083333,44,54
"Z0804020407782905",-108.751472,38.919097,1,38,16,31.30433655,-6173,87,-963.1666667,35.66666667,33
"Z0804020407786564",-109.039604,38.924288,1,-50,-61,32.71189499,-6128,91,-1262.916667,23.33333333,64.33333333
"Z0804020408188520",-108.800765,40.289459,1,0,36,25.09246826,-6096,91,-1188.75,29.33333333,54.66666667
"Z0804020408581935",-108.30071,38.639266,1,-109,-181,48.95338058,-6018,93,-1418.583333,19.66666667,84.33333333
"Z0804020408583634",-108.941157,38.33693,1,-121,-126,29.78769875,-6135,92,-1455.166667,24,98
"Z0804020408587205",-108.946283,38.156749,1,-141,-131,30.48730659,-6099,92,-1416.25,24.33333333,87.66666667
"Z0804020409180314",-107.737432,38.097716,1,-258,-230,97.61083984,-6127,86,-908.1666667,37,43
"Z0804020410383115",-108.361797,40.082099,1,-41,-9,17.46706772,-6179,90,-1191.666667,27,59
"Z0804020410383435",-108.191616,39.942975,1,40,42,18.96549416,-6190,89,-1049.333333,29.33333333,42.33333333
"Z0804020410386364",-107.873763,40.076523,1,-29,16,41.7442131,-6096,89,-1042.083333,30.66666667,36.66666667
"Z0804020410390475",-108.483963,39.949712,1,7,10,11.08211327,-6162,89,-1065.25,32,47.33333333
"Z0804020500789912",-107.332561,37.187324,1,-64,-53,36.10662842,-5987,93,-1225.166667,36.66666667,88.33333333
"Z0804020503385353",-108.680895,37.863659,1,43,17,25.71733475,-6079,89,-1093.666667,34.33333333,49
"Z0804020503389678",-108.612912,37.88017,1,-47,-25,37.82493591,-6068,91,-1305,27,69.66666667
"Z0804020504580829",-107.564102,39.633356,1,149,313,76.98285675,-6134,88,-913.0833333,48,40.33333333
"Z0804020504590566",-108.679091,39.368209,1,72,62,38.32837677,-6085,92,-1267.75,25.33333333,64
"Z0804020506788117",-108.359135,37.018658,1,50,63,32.99198532,-5925,93,-1387.166667,29.33333333,78.33333333
"Z0804020507780920",-108.978196,39.058385,1,8,-24,13.07273769,-6128,93,-1409.666667,18.33333333,84.33333333
"Z0804020507781420",-108.586241,38.690698,1,112,111,42.39565659,-6037,88,-957.9166667,38.33333333,29.33333333
"Z0804020507786757",-108.506438,39.319598,1,19,-15,55.01955414,-6210,90,-1117.25,30.33333333,56
